2.184321006410645971e+00,1.075159376131942857e+01
2.469134753776625057e+00,9.757064449997567834e+00
-6.920195706997740004e+00,7.536845041898380337e+00
2.035029730858882502e+00,9.568267018998433571e+00
4.101700821378737594e+00,-6.826280679661252293e+00
-2.937026966586279153e-01,1.018456412251704002e+01
7.457509798096108256e+00,-3.804990172215339861e+00
-6.715095279334527767e+00,8.246130174500901688e+00
-5.647310741859242533e+00,4.864179560556230797e+00
-8.210481444797695261e+00,4.348301837486094001e+00
6.408435904879201672e+00,-8.998434658117478335e+00
-5.934093433479906921e+00,7.488345297996496619e+00
3.689942702728163049e+00,1.137321571536121212e+01
2.968817577231731786e+00,1.566762137766027863e+01
1.875972286715078319e+00,9.256018585325394454e+00
-5.924020100137092015e+00,4.113388769957198932e+00
-2.869337788623765650e+00,2.556840535363065214e+00
2.038361187091496163e+00,-5.510468009924886168e+00
4.276393776926552093e+00,-6.853208235054034425e+00
-3.267904690716509908e+00,1.158946943047143918e+01
6.440567762389762585e+00,-2.330124149387850174e+00
3.102523895225462347e+00,1.263639907202202295e+01
-6.998131484379891631e+00,3.382014826749598413e+00
-7.051280321079115510e+00,2.636862946703599775e+00
2.673445188319298893e+00,2.088786810329716914e+00
9.027699100032328117e-01,2.534271232212315539e+00
4.462943271707219495e+00,-4.638079502515473962e+00
-3.726945932784712312e+00,1.093015267866126550e+01
-4.555489058545349579e+00,7.428034806049227612e+00
2.669635637571393882e+00,8.150671946568747828e+00
2.731400587566151783e-01,1.120538003617151723e+01
1.376507965791468280e+00,2.855669628680933769e+00
4.994975382814398346e-01,7.528330505647042870e+00
4.793803686426249655e+00,-2.954097936880425657e+00
8.353772786312211096e+00,-4.806653147939726090e+00
-3.654704716641764328e+00,1.042742529046381428e+01
5.545847184563439392e+00,-4.100096140930172162e+00
1.862940974355103751e+00,2.622733150853490791e+00
7.636754118314296846e+00,-1.359173241272939592e+00
-4.620327490822583982e+00,9.648276605984701604e+00
4.170051594937073780e+00,-1.686756157102004661e+00
7.224652161339991885e+00,1.833640526504929369e+00
3.027308821745529066e+00,-4.163608643792864328e+00
6.969507388446238849e+00,-6.063509295930495924e+00
6.124464125909298673e+00,-7.361454239529718890e+00
9.282701591158556198e+00,-3.123196687884260747e+00
-1.090782761211266738e+01,6.931634918952429558e+00
4.655663639563607514e-01,1.000458054169781796e+01
-5.820814588251647770e+00,3.146883643695292054e+00
-2.916465104854293777e+00,4.625788001022012708e+00
-6.451251282016134958e-02,4.426753945632500020e+00
5.091985709918118275e+00,-6.276173941151564684e+00
3.031359213407744946e+00,1.160901071421593755e+01
3.424268415312605285e+00,8.147104381737824141e+00
-2.987399690373982786e+00,9.166035417299617905e+00
4.029685654402595851e+00,-6.156059983788534140e+00
7.456552686340206293e+00,-7.812439166310976901e+00
-1.013170580826921707e+01,1.235379024443739926e+00
-8.912036846266015999e-01,1.083936047505092404e+01
-4.015290423852107438e+00,2.955958322275686001e+00
2.279593681170902109e+00,1.372428906314681285e+00
-1.535011775168090509e+00,4.119135529721670963e+00
-5.433208497152758554e+00,5.091937540938061169e+00
1.859228410070229875e+00,1.137734171215192802e+01
9.568042081908417984e+00,4.250942493063298855e-01
-4.881363377274320570e+00,9.071164702167320293e-01
-5.434837732943480937e+00,1.112693722497119619e+00
8.945434118058185335e-01,7.818066419005305967e+00
7.579408226410043525e+00,-6.883892945499915150e+00
-9.142142755777436847e+00,6.973101155655334615e+00
1.935812594872859671e-01,7.409108366090062958e+00
-5.743623897942424783e+00,1.016559485427167431e+01
5.727261607920541842e-02,1.045329207502154389e+01
-4.583272996970917390e-01,-3.228010126685543213e-02
-1.240594378898315586e+00,1.054927247667808743e+01
-7.603459926721268580e+00,3.718415747315531039e+00
-9.121061521677550132e+00,4.317224710599923299e+00
-1.493945650429271410e+00,4.573423659827398957e+00
-2.580732164663879225e+00,6.822093860488939399e+00
-5.226739692981730911e+00,8.343599237980512839e+00
7.241096724716468813e+00,-7.270880111419864456e+00
9.963200846763289320e-01,-5.507588702437420380e-01
-1.101720759027361440e+00,1.267308351701940161e+01
4.968412684388098022e+00,6.069669774925934291e-01
-2.158724478781459677e-01,4.219457286757138270e+00
2.234220996375019919e+00,-7.079561519140107784e+00
7.031666589208227514e+00,-3.182942940021310285e+00
6.363115046302780797e+00,-1.356728419897447857e+00
8.580505234601961462e+00,-5.111746769965168191e+00
4.790365387563925381e+00,1.008735104097980972e+01
2.599337796580087456e+00,4.879748404654876026e+00
-2.831193438709507237e+00,5.541177132149671003e+00
5.236506427771849381e+00,-3.044013262010447196e+00
6.106267180391315996e+00,4.511626942997720491e+00
-3.565906271587796494e-01,8.594656839617019983e+00
4.882373946653888019e+00,-1.595977120264505000e+00
3.076079219505845064e+00,1.146912324392606131e+01
2.377845117752919624e+00,4.439830048784092043e+00
-4.546942702316965956e+00,1.069498273208469286e+01
4.292876657129667706e+00,-6.580503834474217939e+00
-5.860903824012487107e+00,3.956772625171840918e+00
1.988871022810851485e+00,1.481450420490062569e+01
-9.588766104157905090e+00,5.167177479995343603e+00
-7.374604952195237928e+00,2.437430744483392253e+00
9.600171721030260841e+00,-2.377974690664082402e+00
6.407202586685685652e+00,-7.107881062080157797e+00
5.221540222175740986e+00,4.571151318441657452e-02
-2.102155293842394190e+00,8.037791327878538894e+00
-1.350675956610143391e-01,3.563921051019412367e+00
4.668204690063538109e+00,1.639268491921196613e+01
-8.841552582407269156e+00,3.826459340001402865e+00
1.996420993724363768e+00,-5.503547854113825188e+00
-6.390741195211751879e+00,7.534243842762737842e+00
1.027522078057750576e+01,-1.429973656384927239e+00
-5.454006561712611223e+00,4.093697531866673955e+00
9.070270545907108684e-01,-4.550120096833038197e+00
3.211396421737893192e-01,-4.642038444510568240e+00
1.586407614024317292e+00,6.413316710033816648e+00
-5.813570929150441380e+00,3.453810665193301155e+00
-6.693807595018248513e-01,1.186664733652943227e+01
2.370623524570463658e+00,-8.891656462704748520e+00
4.949139511699089944e+00,-3.498719593232969771e+00
5.356980505406429671e+00,-6.088729043601862401e+00
-5.469442802215196409e+00,7.700486956272579064e+00
-9.774330640621126776e+00,4.539233598555842519e+00
1.164721360190010024e+01,-4.539595486988620365e+00
-1.380814834832163052e-01,1.251646506833875705e+01
7.171819525357987501e-01,6.306331459575379661e+00
6.726761343848615127e+00,-6.328347313268095853e+00
1.691673747842370457e-02,1.277492826674121318e+01
-9.326871565654261786e+00,2.078657209918042703e+00
-5.371462727078795574e+00,3.620811668885471679e+00
2.775666022270021571e+00,-5.433819609405935225e+00
1.130841723223633011e+01,-9.070395635406960366e+00
6.782185488908648807e+00,-2.890350389379966245e+00
7.845454468287098138e+00,-2.643096499406474287e+00
-1.438326866123169623e+00,9.369796505648858798e+00
6.178574965583065293e+00,-6.229698857031605641e+00
-8.238728740410532936e+00,5.963924243493812227e-01
-8.466128092454150433e-01,2.573113301563345168e+00
3.205812582365261676e+00,-9.426882081498723309e+00
-4.609311099726180139e+00,8.799076985912513749e+00
-3.972910101218486423e-01,1.190188396559646833e+01
-3.681781418619139323e+00,7.175490814149179997e+00
-5.984883961919154949e+00,3.195206985682963463e+00
3.675920771703731660e+00,-2.272243885634513294e+00
9.631347277557100739e-01,1.084408451828989328e+01
3.929701387066954155e+00,7.738211405849122926e+00
-4.178207607711517113e-01,1.116584166312203230e+01
1.742106469256584411e+00,-1.219733732557927652e+01
-5.803117189763074002e+00,-1.413988994560915202e-01
7.727313287308483325e+00,-9.130183040859602528e+00
-2.782254990615936618e-01,4.001835771871139258e+00
-2.915963519651250557e+00,6.548328105067692917e+00
4.412031559544999482e+00,-3.617094040085260254e+00
6.049905320831432398e+00,-7.797992338975117121e-01
-5.978771818950570527e+00,7.996558522236423272e+00
1.806781423591954372e+00,-4.705465884216939010e+00
-3.601809832006318324e+00,1.187959372403888025e+01
-6.365145776849900905e+00,1.183099053539854140e+01
-5.770605097372097703e+00,5.665658936409100122e+00
7.287808478880319907e-02,1.049753854524199781e+01
2.757762225114352095e+00,1.484913907034509073e+01
5.722220902100816353e+00,-7.707234568682666875e+00
1.535533358536333992e+00,-7.123637574132841266e+00
-4.274476320133434371e+00,5.213787055556604599e+00
-2.840317454743211956e-01,1.348089897902882939e+01
-1.515482843492204168e+01,7.569532134482444441e+00
-4.541714950684069940e+00,1.988980642377146113e+00
-5.128529446728355090e+00,6.095342929607027394e+00
-8.178207862431591479e+00,6.165642720208306393e+00
6.375819801341753745e+00,-5.632241209020998340e+00
-6.224245492556182313e+00,3.231464802828825533e+00
3.313745536476400133e-01,-5.809989061458247228e+00
-5.861992678313894256e-01,7.638673673824245114e+00
8.348945829489935022e+00,-8.681068781141496160e+00
1.477940526188178616e+00,6.495487064972587987e+00
2.050114887649225004e+00,8.783750930218147346e+00
2.408324891359825415e-01,-4.036325943653194415e+00
-1.250742235337616748e+00,1.059778525711461405e+01
-1.325043608064849110e+00,1.065729615896013627e+01
-4.949455518929214648e+00,9.844679834215497749e+00
4.935183786165705300e+00,-2.749374360079951174e+00
6.239378549313983058e+00,-6.522083487634040999e+00
3.928514034560058210e+00,1.033111759454009615e+01
-7.159143031759325204e+00,5.255894011013559464e+00
-1.640394877339812485e-01,3.382898094890837370e+00
-9.408422700878038114e+00,2.297037378289323861e+00
5.815397681873267111e+00,-3.383465237973165785e+00
5.302063166097601865e+00,1.217892524579670166e+01
-9.392192729455562272e+00,6.891763023288453027e+00
7.061723115306168808e-01,-4.817183279876882551e+00
-1.036749393928610985e+01,1.044231705605582050e+01
-1.416901266452597508e+00,1.006784849212126787e+01
4.164660817892456457e+00,-1.369827130596260822e+00
5.613399966207639480e+00,-3.444614968121118892e+00
8.238538749125760674e+00,-7.037158798131697424e+00
1.251027191796002247e-01,5.694412419538847914e+00
-1.077761333731879922e+01,5.735316658048047245e+00
6.629442156942971565e+00,-1.031685355085878442e+01
-7.576788205818962396e+00,1.958579171743800362e+00
-5.465650000504698180e-01,7.937295307495022989e+00
-6.061895745869069430e+00,2.266100598465041305e+00
-6.255351101065300234e+00,6.401319734230481728e+00
-3.454076401116738637e+00,1.418437398055789167e+00
-1.139063706098007067e+01,2.024891735053408581e+00
5.708318614666561430e+00,-6.983541252009720424e+00
-4.410225990987902911e+00,9.170805085449648786e+00
-2.541023054040789209e+00,4.124859297660976587e+00
1.165767457587801736e+01,-7.684348731228707763e+00
-3.243042130116963850e+00,6.315664111601419606e+00
-4.200758680485765950e+00,4.757146191820332604e+00
3.304560085728452723e+00,-2.570085075275060138e+00
3.263382718793807591e+00,1.198092727167806792e+00
-5.622041392450362274e+00,7.918194311716478140e+00
5.756501626667624549e+00,-2.229329210288679697e+00
3.539847756883856889e+00,1.330349387273555095e+01
-9.069182374764037657e-01,6.067644490743197672e+00
-2.013475003519602069e+00,1.068597901279290063e+01
2.395394000691525527e+00,6.847698574935746407e+00
-8.379299889207045382e+00,6.473405720847312139e+00
3.773768263121787925e+00,2.997598156407512704e-01
-6.896661095024332333e+00,1.217602621594829948e+01
4.606903472810153666e+00,-3.124619215531994065e+00
6.540930722242863204e+00,1.129896149551919748e+01
-2.685452170686184914e+00,2.450547690801703649e+00
3.748449856433714089e+00,3.762242372651584787e+00
7.544308239812048456e+00,-6.702385429413137530e+00
-5.948004640531528997e-01,8.817522420679244632e+00
