1.944344360777346292e+00,1.419523051508032552e+01,3.586015307914768524e+00
-1.783920828840622974e+00,4.389393048336046377e+00,2.440774065528430459e+00
-4.892133044177992218e+00,-6.111732845352078058e-01,3.889533360511412852e+00
-7.408435208078525847e+00,-5.362536177209366706e+00,1.100078611152549568e+00
-7.251542517861293113e+00,-2.060210854010638748e+00,4.903525508136655553e+00
-4.548491825873233196e-01,-7.000239190141716250e+00,1.049498755413658913e+01
-1.051188862730357165e+00,-7.033208965182570438e+00,5.110111369522902791e+00
-7.795109472652459459e+00,-7.061050670162915210e+00,1.891990777782606159e-01
-3.033061820367246142e+00,-7.893588441633713870e+00,2.045398197369628246e+00
1.325632638565193311e+00,-6.488935244288700055e+00,6.054288828406203749e+00
5.451957830852490083e+00,9.223236971835913067e+00,2.821031935464656470e+00
-8.807620125437917835e+00,-4.455654753104554722e+00,3.249708529060857387e-02
-2.893098402892468002e+00,-4.887509513483887069e+00,5.025965396706945754e+00
-1.305933086990219261e+00,6.430964944094107238e+00,4.022631388955369758e+00
-7.150556020846516425e+00,-3.318713830093141137e+00,3.431205217399684759e+00
-5.704874486387051746e+00,-3.101663528258122859e+00,-1.189324851581432974e+00
-8.881379476162452491e+00,-5.312598702277103513e+00,5.207032653714184889e+00
-1.261591033216726832e+00,-1.124758585527453292e+01,-1.068835455598621920e+00
-3.897699284833915812e+00,-8.643077999017765300e-01,1.034034177920372555e+00
-2.475870346578109782e+00,-4.297741223136010369e+00,2.628246016087039116e+00
-1.926530115574244029e+00,-6.022943731294157388e+00,5.626464082918051446e+00
-2.950413623859863499e+00,-5.232853652325279548e+00,2.118179227260321262e+00
-3.259840201040228536e+00,-5.601884934874571620e+00,7.329062616072245184e+00
-1.122097629370264471e+01,3.999724896441008148e+00,7.360314112489985128e-01
-5.250045122989929425e+00,-3.237105318171526136e+00,1.858877149395421258e+00
-4.905448893119954690e+00,-3.514501906761728467e+00,1.213154147449664766e+00
-3.888505230019851044e+00,-2.357172242263660955e+00,1.862714783067150881e+00
-3.136552665157197772e+00,-8.091107516181912374e+00,2.227088432906182192e+00
-1.149195937138533630e+01,9.518230030539843511e+00,-2.501771909655285953e+00
-5.186289258787699197e+00,1.015248053540272366e+01,8.640371480588832753e+00
-5.232091027748715817e+00,6.953588304342162019e+00,3.820608603707292605e+00
-1.912276860668249867e+00,4.597856801867314935e+00,7.073165290030839714e+00
-6.434180745581630667e+00,-4.303939160869814984e+00,1.194989954187518411e+00
-9.231731682193242250e+00,-5.351363814546418851e+00,4.524912562437164887e+00
-6.278313623228450879e+00,-5.383992310510524959e+00,7.244493083369203390e+00
-9.237839123036250655e+00,3.899969551420601199e-01,1.870042478669542430e+00
-5.003944870554827062e+00,-6.813429300031573987e+00,6.972446396809091951e+00
-6.219453511381589195e+00,3.762500503195672863e+00,4.414179485418891602e+00
-8.435403965538935012e+00,-2.197145134207344253e+00,2.363874627137255047e+00
-8.862183900451597651e+00,-2.590953042757172753e+00,-2.436332890105363802e-01
-4.364058229534904854e+00,9.150027146482278440e+00,8.903517511495945058e+00
-5.605531379832648042e+00,-1.832086114635651519e+00,8.681072453966198310e+00
-3.555431602555055637e+00,-4.357662964390723204e+00,-1.379181362392798427e+00
-2.758137216847917017e+00,-5.526844233460210809e+00,7.090057585670143325e+00
-9.883248556952475283e+00,-4.447584038861113420e+00,-6.437170599836461449e-02
1.596881534887932830e+00,6.824441558785677486e+00,2.340417731610600072e-01
2.331418903567795020e+00,9.547743036675273132e+00,5.398598233701783045e+00
5.554182347457278013e+00,9.220293326244929588e+00,5.943620424974913163e+00
1.524514276786458122e+00,1.205691878346604895e+01,4.883191653768834684e+00
-5.763148174964253023e+00,-6.352159184839145212e+00,1.241713117324059645e+01
4.359087199498843934e-01,8.243376692808825013e+00,4.782917863095579314e+00
-8.279343546107156726e+00,-5.502898821164269982e+00,4.095121033938574406e+00
-1.023521573442654997e+01,3.486943918194478798e+00,5.924070957154700778e+00
-4.500843037488347242e+00,-3.125529912215085471e+00,2.012606030195837281e+00
-7.211894345946037177e-01,-6.623491190844581489e+00,4.481875421903439793e+00
-1.241907623521776305e+00,7.154187605055255084e+00,8.938106982532820766e-01
-7.243734869733391868e+00,-6.446037647078079580e+00,2.545482191109476489e+00
1.591858827931323717e+00,1.224029015877288629e+01,-1.009206615791038431e+00
-3.502793435048579429e+00,5.735604990461347086e-01,1.177268997791642402e+00
4.592112098250759722e+00,1.006824396356175377e+01,7.326556247044381465e+00
-5.245399875136260270e+00,-6.270176464451477472e+00,3.892703586010139105e+00
-8.647281551506052821e+00,-2.692214643779812899e+00,5.342429366269511704e+00
2.869374442500810751e+00,6.756929527721717399e+00,7.197184654285938343e+00
-3.695389724104415130e+00,-3.094144054475832295e+00,-1.787761774794569547e-01
-3.543719684460993946e+00,1.526534564757621393e+00,5.164860678555780460e+00
-3.598413897255111848e+00,7.527670492451424167e+00,3.293149775632002285e+00
-7.548938396807586493e+00,-4.700248260933514999e-02,4.239530081375266768e+00
-9.284777692280604455e+00,8.830870100301804193e-01,2.316946318289149431e+00
-1.243413047493460599e+00,9.097376116256091549e+00,4.137885084634958410e+00
2.102543645808018447e+00,8.486633064365586065e+00,1.167055738291593592e+00
-6.769260475634302665e+00,-1.285024247558612442e+00,1.205527662596062477e+00
1.203295683501126589e+00,-1.677256829606571298e+00,3.105847752258587224e+00
-7.511929958152245845e+00,1.335191346590569594e-01,2.431323197598003638e+00
-2.513217715386550477e+00,-3.219552804351045516e+00,5.210572376744113221e+00
-2.283938235093045055e+00,-7.439680359581071656e+00,7.827103633759144863e+00
-1.156160957021714708e+01,-6.305135935392938151e+00,2.455462157337970019e+00
-1.437151965253768093e+00,8.053345606426812964e+00,6.095781753996408980e+00
8.728497893786255624e-01,9.496464419027343951e+00,8.335441731535096821e+00
1.584385190033704260e+00,4.615336868532068593e+00,4.560353078277541883e+00
-2.370371033453882781e+00,9.726632346382727334e+00,7.134633699314471222e+00
-1.107813868812825620e+00,9.702701517041521839e+00,2.192438870771321824e+00
